PredictiveFeature,TargetFeature,SHAPValue
TTN,ZKSCAN8,0.0039746299256763
BAZ2A,ZKSCAN8,0.0068365902727698
EIF4B,ZKSCAN8,0.0064306442344762
BRD8,ZKSCAN8,0.0027691182374537
MKI67,ZKSCAN8,0.0034838424650537
PLEKHO2,ZKSCAN8,0.0225995085551368
PPIG,ZKSCAN8,0.0181006485311505
USP24,ZKSCAN8,0.0082870233321931
ALPK3,ADGRL2,0.001088499108225
CA2,ADGRL2,0.0031228507127979
SYNM,ADGRL2,0.0016214328374218
HUWE1,ADGRL2,0.0093652636796829
LMO7,ADGRL2,0.0222498143235532
BCLAF1,ADGRL2,0.0018749237017804
BAZ2A,ADGRL2,0.0233773744463361
SIPA1L1,ADGRL2,0.0040112730821633
EML4,ADGRL2,0.0006185546940655
CDK12,ADGRL2,0.0025902180512371
LMO7,PTK2,0.0059560005784522
AHNAK2,PTK2,0.020435260701454
SRRM2,PTK2,0.0361838327771348
ATXN2L,PTK2,0.011541759580851
PLEC,PTK2,0.0250732683877978
HNRNPM,PTK2,0.0173837935980626
PRRC2C,PTK2,0.003627934449734
NCOR2,PTK2,0.0108496876543386
NELFE,PTK2,0.0048276240121208
LRRFIP2,C14orf93,0.0027567111081215
NEB,C14orf93,0.0023480481817507
TRA2B,C14orf93,0.0031349704150783
KMT2A,C14orf93,0.0181316343262917
RALBP1,C14orf93,0.0020448023836169
BCLAF1,C14orf93,0.0036338251432617
BRD8,C14orf93,0.0160086729250313
MKI67,C14orf93,0.0071378872971357
HUWE1,TMBIM1,0.0026978290925855
POLR2A,TMBIM1,0.0051912570446432
NEB,MDFIC,0.000899323803454
TTN,MDFIC,0.0035647589481422
XIRP1,MDFIC,0.0017043963899876
MKI67,MDFIC,0.0146909018611696
CDK11A,MDFIC,0.0017679014227086
ALMS1,SLC9A7,0.001755843606511
TLK2,SLC9A7,0.0025424058579519
NEB,ARFGAP1,0.0022935435089596
CLEC16A,ARFGAP1,0.0056198918688537
HUWE1,MAP1A,0.0009454236311673
WASHC2A,MAP1A,0.0130298452020289
FKBP15,MAP1A,0.0024413735560835
GPATCH8,MAP1A,0.0065585690424268
EIF4B,MAP1A,0.0601441305684109
BAG3,MAP1A,0.0065121588995882
ABLIM1,MAP1A,0.0569133074419992
MAP1S,MAP1A,0.0083094292178182
PLEC,MAP1A,0.0202625566647994
PPIG,MAP1A,0.0044596431135586
BAZ2A,STK26,0.0062251628201014
HUWE1,STK26,0.0193216346242234
ATXN2,STK26,0.0105555489699197
MKI67,STK26,0.0047924141749774
TCOF1,STK26,0.0094537987467576
GPATCH8,STK26,0.0043735630288731
AHNAK2,STK26,0.0062732679649353
SH3PXD2A,STK26,0.0115641642709225
RALBP1,STK26,0.0076740210185723
CLASP1,STK26,0.0151591269462855
TCOF1,SMARCC2,0.0240258160132185
KMT2D,SMARCC2,0.0070977856820155
SRRM2,SMARCC2,0.0455530147030878
NCOR2,SMARCC2,0.0150725786965175
GPATCH8,SMARCC2,0.0039090646579735
CDC42BPA,SMARCC2,0.0103488858298564
MAP4,SMARCC2,0.0061468634962469
TP53BP1,SMARCC2,0.092436385237304
PHLDB1,SMARCC2,0.0168698818328326
RALBP1,SETX,0.0053212901053744
BRD8,SETX,0.0118869381534035
ABLIM1,SETX,0.0114631844344076
MAP1S,SETX,0.0173574482702245
IMMT,SETX,0.0017670827138195
BAG3,SETX,0.0087019414696557
MKI67,SETX,0.0023524574819008
EPN1,SETX,0.0137478579216044
NACA,SETX,0.0040146956789451
LMO7,NHERF1,0.0091280274433925
AHNAK2,NHERF1,0.0076761547845033
KMT2D,NHERF1,0.0350298198158385
EIF4G1,NHERF1,0.0221532606284062
PHRF1,NHERF1,0.003224733214209
TP53BP1,NHERF1,0.0388340442963186
AFDN,NHERF1,0.0326172085815111
MARK2,NHERF1,0.0363692037800459
TRIM28,NHERF1,0.0157490092043807
NHSL3,NHERF1,0.0041678752779334
HUWE1,HEATR5B,0.0049021088560961
NEB,HEATR5B,0.0047612539813836
AKR1B1,HEATR5B,0.0086466922816083
BAZ2A,HEATR5B,0.0028528748050261
NCOR1,HEATR5B,0.003607795734302
CDK12,HEATR5B,0.0011011047795096
DENND4A,HEATR5B,0.006079807370581
EDC4,HEATR5B,0.0016810105758006
SPEN,HEATR5B,0.0099126123520974
MKI67,HEATR5B,0.0073337489411458
FKBP15,SAV1,0.0005706945109145
HUWE1,SAV1,0.0246589749602649
CDK12,SAV1,0.0015100818882543
LMO7,SAV1,0.0086710711808811
BCLAF1,SAV1,0.004038452921279
TCOF1,SAV1,0.0022720912047809
ABLIM1,SAV1,0.0003170582880169
NCOR1,SAV1,0.0024251561892223
MDC1,SAV1,0.0135595269460563
MKI67,SAV1,0.0059381575725152
HUWE1,TOR1AIP2,0.0066426937455048
LMO7,TOR1AIP2,0.002193014563326
RALBP1,TOR1AIP2,0.0017918275917342
SIPA1L1,TOR1AIP2,0.0041675888027232
SPEN,TOR1AIP2,0.0127753468712277
AHNAK2,TOR1AIP2,0.0113794146591286
MKI67,TOR1AIP2,0.0112449072125738
TTN,ZEB1,0.005030940151223
HUWE1,ZEB1,0.0244551387696037
MYCBP2,ZEB1,0.0010534619413126
MDH1,ZEB1,0.003074084457915
BAZ2A,ZEB1,0.016345972498053
BCLAF1,ZEB1,0.0033130882044931
ATXN2,ZEB1,0.0065143898199394
CDK12,ZEB1,0.0038990529130429
TCOF1,ZEB1,0.0150896724962141
AHNAK2,ZEB1,0.0155911966997102
TCOF1,ARFGEF1,0.0114897662722154
KMT2D,ARFGEF1,0.018172445676232
CLASP1,ARFGEF1,0.0162576656846391
SRRM2,ARFGEF1,0.0494097232062867
NCOR2,ARFGEF1,0.0094776950967779
LARP1,ARFGEF1,0.0110153527974105
PLEKHA6,ARFGEF1,0.0392549246412413
FARP1,ARFGEF1,0.0052300228183755
NHSL3,ARFGEF1,0.0125277526442522
HUWE1,CLDN12,0.0011350617435903
NACA,CLDN12,0.0010901120916883
ALMS1,CLDN12,0.0010606720327396
EIF4B,CLDN12,0.0093059728452559
WASHC2A,CLDN12,0.0007485744905877
SIPA1L3,CLDN12,0.0189382127769949
BAZ2A,MED1,0.0034835401859568
MDC1,MED1,0.0084181171226555
KMT2D,MED1,0.0456852838492558
CLASP1,MED1,0.0037116551740141
IRS2,MED1,0.0143155760417134
NUMA1,MED1,0.0138382984142955
NES,MED1,0.0124074945183213
PLEKHA6,MED1,0.0158529575937166
TTN,PPME1,0.0045025648492615
ATXN2,PPME1,0.0011358290581993
MKI67,PPME1,0.0025149923372384
HUWE1,PPME1,0.001338780730361
AHNAK2,PPME1,0.0130694933129965
MYCBP2,PPME1,0.0078849981245632
BCLAF1,PPME1,0.0043535539515347
KMT2A,PPME1,0.0018017596902984
PLEC,PPME1,0.0407932930523868
KMT2A,SLC35C2,0.0032868503113853
LMO7,SLC35C2,0.0008723353016371
BAZ2A,SLC35C2,0.0116758042326887
MYCBP2,SLC35C2,0.0027287210056311
HUWE1,SLC35C2,0.0195746506594001
AHNAK2,SLC35C2,0.008025751570478
SPEN,SLC35C2,0.0039034195828307
SH3PXD2A,SLC35C2,0.0016590800502967
BCLAF1,SLC35C2,0.0038700467238308
PLEC,SLC35C2,0.0028569850587339
NCOR2,SLC35C2,0.0243731577556546
TRPT1,CCDC186,0.0013097348482315
ANK2,CCDC186,0.000983393724562
CLK3,CCDC186,0.0024955661187092
AAGAB,CCDC186,0.0006559352106333
SYNPO2L,PAG1,0.0253149827778642
LMO7,PAG1,0.0095711187785985
SUPT5H,PAG1,0.0045289543398587
SPEN,PAG1,0.007772684953659
GPATCH8,PAG1,0.0207818712245319
TCOF1,PAG1,0.0114334048314868
HUWE1,PAG1,0.0036637409305146
NUMA1,PAG1,0.0178096795312794
NACA,PAG1,0.0058134352402065
NACA,HDAC6,0.002404145394782
PCBP1,HDAC6,0.0006647908560475
SRRM2,HDAC6,0.0053758984382438
DAXX,HDAC6,0.0046647235209405
NES,HDAC6,0.0026293427670125
LARP1,HDAC6,0.0030093369141958
PPIG,HDAC6,0.0067033132461058
NUMA1,HDAC6,0.040590619821084
PLEKHA6,HDAC6,0.016487786655613
MED1,HDAC6,0.003280841300472
KMT2A,TBC1D2B,0.0078524764384199
GPATCH8,TBC1D2B,0.0286641396912664
ADNP,TBC1D2B,0.0053724656053513
KMT2D,TBC1D2B,0.0345560111531055
MDC1,TBC1D2B,0.0076678429560219
SRRM2,TBC1D2B,0.0060317187673309
NCOR2,TBC1D2B,0.0074200958249213
IRS2,TBC1D2B,0.0191053937002388
PLEKHA6,TBC1D2B,0.019671748524945
ATXN2,DNM1,0.0039070956920539
CAMK2B,DNM1,0.0014866560628791
