PredictiveFeature,TargetFeature,SHAPValue
CENPF,ZNF318,0.0049361978132446
MYOZ1,ZNF318,0.0142821178735245
AKAP13,ZNF318,0.0020606903994856
SPEN,ZNF318,0.0067624235401153
MYH3,ZNF318,0.0051362632152543
GPATCH8,ZNF318,0.003360926603192
AHNAK2,ZNF318,0.0112827573456951
PRRC2A,ZNF318,0.0136015645776836
ABLIM1,ZNF318,0.0067461575538016
MDC1,ZNF318,0.021557674393466
DLG5,NOTCH2,0.0023833384883902
ATG2B,NOTCH2,0.0038450014171582
NEB,SPINDOC,0.0113254322920139
LMO7,SPINDOC,0.0209784399554207
BAZ2A,SPINDOC,0.0057609994642657
XIRP2,SPINDOC,0.0062421011683687
SPEN,SPINDOC,0.0067331865386157
AHNAK2,SPINDOC,0.0149470868636671
FASTKD2,SPINDOC,0.0152527178693469
CEP170,SPINDOC,0.0109029168074808
SLK,SPINDOC,0.0046195839970428
ZC3H3,HMGB2,0.0010232426600105
HUWE1,HMGB2,0.002418373421942
ACIN1,HMGB2,0.0020585154905972
ERG,NAP1L4,0.0011096963253726
TNS2,NAP1L4,0.0004378982453514
ACIN1,NAP1L4,0.0023796378362612
LMO7,NAP1L4,0.0373670144363688
EFCAB13,NAP1L4,0.0071521775286123
HUWE1,NAP1L4,0.0127405853447532
BAZ2A,NAP1L4,0.0010717375325294
DAB2IP,NAP1L4,0.004418274677505
KMT2A,NAP1L4,0.0021069947015757
EIF4G1,CASQ2,0.0053536166148198
SRRM2,CASQ2,0.0021403231874
LMO7,CASQ2,0.0115366864823975
APC,CASQ2,0.003408756136434
PEBP1,CASQ2,0.0099797904668125
HSP90AB3P,YEATS2,0.0008071397961677
ACTC1,YEATS2,0.0035276260259237
SYNPO2L,YEATS2,0.0046192065287167
CLIP1,YEATS2,0.0014510146602954
SP3,YEATS2,0.0006242627559862
MYO18B,YEATS2,0.0004321160406576
RALBP1,YEATS2,0.0079155882862634
PDLIM5,YEATS2,0.0027121712770235
BRD8,YEATS2,0.0198725959249982
LMO7,SNX17,0.0222385559753617
NCOR1,SNX17,0.0032981944821133
BAZ2A,SNX17,0.0187929543120957
BCLAF1,SNX17,0.0078495707282783
CDK12,SNX17,0.005102629564397
HUWE1,SNX17,0.0325068639604704
TCOF1,SNX17,0.0185372036720401
SAFB2,SNX17,0.004474052075715
FKBP15,SNX17,0.0112187507926184
MPHOSPH8,SYTL3,0.0003294029503002
ARAP1,SYTL3,0.0036362320895725
BAZ2A,SYTL3,0.0007917331216307
FXR1,SYTL3,0.0012315116117365
KMT2A,SYTL3,0.0097812046975151
ZSWIM8,ARHGAP28,0.0004224352007599
RBL2,ARHGAP28,0.0009323345482867
SH3PXD2A,ODAD4,0.0005862098744563
RPRD2,ODAD4,0.0007511930383784
OPTN,PLEKHH1,0.0042644287708716
HSP90AB3P,PLEKHH1,0.0033721822135653
RBL2,PLEKHH1,0.0010695694857538
TJP2,PLEKHH1,0.0005260006627148
DDX23,MYPN,0.0060979701904111
TNS2,MYPN,0.0038347506232684
LSP1,MYPN,0.0003696468377881
RBBP6,MYPN,0.0044882819666129
GZF1,MYPN,0.0044071139329409
ERG,MYPN,0.0028377798238419
LAD1,MYPN,0.0016554038597831
TMOD4,CCT8,0.0021816769499749
DOCK4,CCT8,0.0064539586168688
HSP90AB3P,PARP14,0.0034638798669195
TNS2,PARP14,0.0013225470467114
ANK2,PARP14,0.0004270045449504
IQSEC2,PARP14,0.0021616444218518
XIRP1,PARP14,0.0237489908261745
NEB,PARP14,0.0009787770632146
SSBP3,PARP14,0.001287028061006
TTN,ARID4A,0.0015685875999626
HSP90AB3P,ARID4A,0.0018953086959349
