PredictiveFeature,TargetFeature,SHAPValue
AHNAK2,AGGF1,0.0027141512363187
TCOF1,AGGF1,0.0026475293873264
NACA,AGGF1,0.0046116410976748
NUMA1,AGGF1,0.0093331571296118
IRS2,AGGF1,0.0101598823003255
ASXL2,AGGF1,0.0181711349494485
TJP1,AGGF1,0.007918053826786
PHLDB1,AGGF1,0.0071591079946521
RIF1,AGGF1,0.0152478559455235
BRD8,SAMHD1,0.0123362221870416
BAG3,SAMHD1,0.0022697229131582
GPATCH8,SAMHD1,0.0012781485093772
PCBP2,SAMHD1,0.0009185188220099
RANBP3,SAMHD1,0.005329796084086
PLEKHO2,SAMHD1,0.0082720623931986
PPIG,SAMHD1,0.001766520719017
ZNF185,SAMHD1,0.0320646555479318
CCNY,SAMHD1,0.0007379118210148
BRD8,TAF1D,0.0081609551838714
BAG3,TAF1D,0.0011891489084887
ABLIM1,TAF1D,0.0031452310598476
USP24,TAF1D,0.0071252397540104
PLEKHO2,TAF1D,0.0055846984515957
NOLC1,TAF1D,0.0061086741425505
CALD1,TAF1D,0.0024489465091864
NCL,TAF1D,0.0106826376048768
AHNAK2,GTF3C4,0.003541166434542
KMT2D,GTF3C4,0.006077703311136
IRS2,GTF3C4,0.0321677045437896
MAP1S,GTF3C4,0.0447971320179232
RIF1,GTF3C4,0.0197256404850242
NCL,GTF3C4,0.0138375588303523
USP24,GTF3C4,0.0251846304180351
CA3,GTF3C4,0.0044378289864201
PRRC2A,OFD1,0.0048024049012763
KMT2D,OFD1,0.0509337323642535
SRRM2,OFD1,0.0025109811554657
NUMA1,OFD1,0.0137844068768866
NHSL3,OFD1,0.0052171090089275
AHCTF1,OFD1,0.0091462627136674
NUP214,OFD1,0.0085331988413231
PHRF1,OFD1,0.0163623311410492
MAP4,OFD1,0.0094275223092974
PRRC2A,PRKCE,0.0108804735974063
TJP1,PRKCE,0.0330192353554689
PCBP1,PRKCE,0.0042410785982579
NES,PRKCE,0.0304611404217608
CALD1,PRKCE,0.0019610410993048
USP24,PRKCE,0.0064306921201159
ARPP19,PRKCE,0.0264058689000745
ASXL2,PRKCE,0.0031477226029525
MAP1S,SNRK,0.021864561981072
EIF4B,SNRK,0.0037804626070576
PPIG,SNRK,0.0044232316315844
MYCT1,SNRK,0.0010826278766466
PCBP2,SNRK,0.0018276355325864
USP24,SNRK,0.0090653314203762
BAG3,SNRK,0.0030579945695833
PRAG1,SNRK,0.0106280253431003
SVIL,SNRK,0.0038745362059175
TMX1,SNRK,0.0157769514220114
NCL,SNRK,0.0284563878794371
KMT2D,DAXX,0.0233084933904774
SRRM2,DAXX,0.007041381788224
NCOR2,DAXX,0.0221244126232814
ATXN2L,DAXX,0.0116896120057055
TRIM28,DAXX,0.0118540397023071
RIF1,DAXX,0.0149659903124259
PHLDB1,DAXX,0.0103071216601476
LMO7,STRN3,0.0098690602982035
EIF4B,STRN3,0.0313744939570444
