DatasetName,CAD_M(1833) CAD_S(10) CAD_S(1038) CAD_S(1403) CAD_S(1796) CAD_S(1828) CAD_S(1830) CAD_S(1859) CAD_S(1900) CAD_S(1938) CAD_T(1037) CAD_T(1827) CAD_T(1830) CAD_T(1833) CAD_T(1884) CAD_T(1889) CAD_T(1906),CAD_S(1044) CAD_S(1112) CAD_S(1343) CAD_S(138) CAD_S(1406) CAD_S(1407) CAD_S(5) CAD_S(975) CAD_T(1831) CAD_T(1888)
RM2024_Intensity D4-1___3,,
RB2022_4_PostEndurance,,
FSO2013_Ratio M/L normalized Rep3,0.5944230630455094,
SR2019_MCF7_Biol_repl_3,0.5947944815605631,
RKK2015_IKKb(K44M)+TNF-α/IKKb(K44M),,
SR2019_LM2_Biol_repl_1,0.5898905382980262,
RCJD2014_15min_1,,
AS2011_Ratio H/L Normalized by Proteins Inhi_1,,
CK2022_7 16-1,0.5951640958595543,
NJH2025_Sub12_HIIT_Mid,,
AH2018_LFQ_IT_1_C,,
RKK2015_TNF-α/basal,,
JJ2018_Ratio H/M normalized pP2,,
NJH2025_Sub12_MICT_Pre,,
NJH2025_Sub7_MICT_Post,,
DL2023_control-3,,
ZX2022_Control Replicate 2,0.59449080874678,
HS2024_6_B_T3,0.5970321008692793,0.4208962396934853
JW2015_Intensity pre1,,
IMM2018_normalised rep. int. Empty-3,0.6036186617779081,
AMK2021_30R_p5,,
FSO2013_Ratio M/L normalized Rep1,0.5894690140556531,
SR2019_MDAMB231_Biol_repl_4,,
GF2025_P2_Sph,0.5866311388010625,0.3866632175738825
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt2b,0.566668097715851,
NJH2025_Sub13_HIIT_Mid,,
CP2009_Ratio M/L,,
NJH2025_Sub7_HIIT_Post,,
KBE2022_Log2_Ex_44_T,0.6000423808323345,0.3907649128588895
DB2022_Intensity L2,,
TM2022_mock.4h.C,,
AST2020_anti-CD3.2,0.596901046958935,0.3982741907924849
CW2012_10 µM Erl/control Experiment 1 Replicate B,0.5831937062038169,
HS2024_7_B_N1,0.5912777118406192,
FSO2013_Ratio M/L normalized Rep1___1,0.5895730605631043,
SAS2015_AZD/DMSO_Exp3,,
RM2024_Intensity D0-2___3,,
RM2024_Intensity D6-1,,
RB2022_8_RecoverySprint,,
RB2022_5_PreEndurance,,
CKC2017_log2 normalized phosphoproteomics_30min_rep#2,,
EP2017_Untreated R#4 normalized log2 ratio,0.5749801055979201,0.3862946399605208
WZ2023_Pu_010_30min,0.6204617572206623,0.39700299373100145
AS2011_Ratio H/L Proteins RNAi_2,,
RB2022_4_PreStrength,,
NJH2024_Sub4_MICT_Post,,
AH2018_LFQ_M_1_X,0.5957585591009446,
RB2022_8_RecoveryEndurance,,
KBE2022_Log2_Ex_14_U,0.5980544506156802,0.383306134957318
FSO2013_Ratio M/L normalized Rep3___3,,
AH2018_TMTMS3_1_C,0.5906813143078933,0.4022141865924593
JJ2018_Ratio H/L normalized___1,,
ZQ2022_C2,0.6061628416126172,0.414953178841286
RB2022_5_PreSprint,,
PG2020_Intensity 8h_C,0.5984057741776869,
AH2018_SILAC_MR_2_N,0.5987233860071659,
MV2014_Ratio M/L normalized A1___2 (2 min),,
TM2022_S2.8h.B,,
MV2014_Ratio M/H normalized B3___1 (30 min),,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as4a,0.5944826302092845,
RNJ2017_Log2_ratio_Tsup:Tstim_D2,,
RM2024_Intensity D6-1___2,,
NJH2025_Sub7_MICT_Mid,,
LY2019_P1+,0.5877064407764399,0.41165828594508264
AS2011_Ratio H/L Proteins Inhi_2,,
BS2014_Log2(Ratio H/L normalized),,
UK2020_HCM_2,,
FSO2013_Ratio H/L normalized Rep2___2,,
EP2017_Pervanadate R#3 normalized log2 ratio,0.5853217103579522,0.41495395031513577
RM2024_Intensity D4-3___3,,
RB2022_5_PreStrength,,
NJH2024_Sub4_MICT_Mid,,
TM2022_S2.4h.A,,
RB2022_5_PostStrength,,
GF2025_P6_Sph,0.5995052460968302,0.4082724340158162
RB2022_2_PreSprint,,
ZX2022_CB treated Replicate 3,0.5943691339292736,
RM2024_Intensity D6-2___3,,
WZ2023_Pe_025_10min,0.6083929682548431,0.39633536072594827
AS2011_Ratio H/L Normalized by Proteins RNAi_1,,
AST2020_anti-CD3+PDL2.1,0.5972099550177287,0.3990216480984402
KBE2022_Log2_Ex_34_U,0.6044850598941721,0.4003857901017168
WZ2023_Pu_005_10min,0.6220657445296514,0.39663141324972323
AS2011_Ratio H/L RNAi_2_1,,
NJH2024_Sub9_HIIT_Mid,,
CK2022_9 40-1,0.5994744579819026,
KTGR2014_Ratio H L Normalized Rep1_Rapamycin_0_15,,
LG2023_GSK3α-1_intensity,,
WZ2023_Pu_025_30min,0.6181972939044212,0.39632529005084266
AH2018_SILAC_MR_2_X,0.6002839800002483,
HS2024_4_PD_T2,0.5945477394378609,
NJH2024_Sub4_HIIT_Pre,,
RB2022_2_RecoverySprint,,
AS2011_Ratio H/L Protein RNAi_1,,
RM2024_Intensity D2-1___2,,
CR2017_Ratio Replicate 1.4,0.5802282219048128,0.44312849733129767
FR2021_Norm.Intensity.B,0.5935191831792463,0.41041127548550094
RM2024_Intensity D6-2___1,,
YC2018_Log2(SKBR3-LR/SKBR3)_Rep.2-1,0.6038282372272399,
RB2022_5_PostSprint,,
EJN2021_3_Rest_Basal,,
CR2017_Ratio Replicate 1.3,0.590552999788181,0.40648605975953417
AS2011_Ratio H/L Normalized by Protein RNAi_2,,
KTGR2014_Ratio-Rapa 7 mins,,
AMK2021_120R_p1,,
AH2018_SILAC_3_X,0.5926377445078472,
JJ2018_Ratio M/L normalized pP3,,
AH2018_SILAC_M_2_N,0.5992241461044816,
HS2024_7_PD_T2,0.5868159818218527,0.3808779159211141
FSO2013_Ratio H/L normalized Rep1___1,0.5878954829771555,0.40305402629210063
AH2018_LFQ_1_C,0.6014338495080214,
AS2011_Ratio H/L Normalized Inhi_1_3,,
KBE2022_Log2_Ex_28_T,,
HS2024_3_B_N1,0.594804847331977,0.4191455588658865
RM2024_Intensity D4-2___3,,
WZ2023_Pe_025_30min,0.6169052305484761,0.3958429350065069
CK2022_11 40-1,0.5993455615932324,
CW2012_10 µM Erl/control Experiment 3 Replicate B,0.5874959822391281,
AH2018_SILAC_2_X,,
MV2014_Ratio H/M normalized A2___2 (2 min),,
AS2011_Ratio H/L RNAi_1_2,,
KS2014_Intensity E15_1,0.5826936446728598,
FSO2013_Ratio H/L normalized Rep2,0.5863025819315024,0.39511375504871377
WZ2023_Pu_005_20min,0.6138114702443064,0.3963196233543196
NJH2024_Sub10_MICT_Post,,
RM2024_Intensity D2-3___1,,
CR2017_Ratio Replicate 1.5,0.5845594963562646,0.43570560022482957
CW2012_10 µM Gef/control Experiment 2 Replicate B,0.5924127996808867,
HS2024_7_B_T3,0.5873524639199218,
CKC2017_log2 normalized phosphoproteomics_60min_rep#1,,
AS2011_Ratio H/L RNAi_1,,
JC2019_Normalised_intensity_A_TiOx_Testis_sample_URO0059,,
AH2018_LFQ_M_1_C,0.5960869204357444,
NJH2025_Sub7_MICT_Pre,,
SR2019_SKBR3_Biol_repl_2,0.5948320382856989,
HS2024_9_B_T2,0.5844731465662941,0.3909600499796587
KTGR2014_Ratio-AA 7 mins,,
MV2014_Ratio L/H normalized B3___3 (5 min),,
HS2024_3_PD_T1,0.5981368084735116,0.43233993804658766
FSO2013_Ratio M/L normalized Rep3___2,,
SR2019_BT549_Biol_repl_3,0.5896765902416914,
RCJD2014_20min_mean,,
FR2021_Norm.Intensity.H,0.592930898853667,0.4096131635464347
RB2022_2_PreStrength,,
DB2022_LFQ intensity L1.2,,
HS2024_4_B_N1,0.5876210817394115,
KTGR2014_Ratio H M Normalized Rep2_Rapamycin_0_15,,
CK2022_1 16-1,0.599098488789736,
CK2022_1 200-1,0.5963317210172432,
PG2020_Intensity Mock_10h_D,0.6055545043664581,
SR2019_MCF10A_Biol_repl_2,0.5969207642852854,
JJ2018_Ratio M/L normalized pP2___2,,
HS2024_6_PD_T1,0.5903513029662948,0.39241692519331367
JVO2010_Ratio M/L Normalized by Protein ThymON - Log2 G1/S,0.5925346101761917,
RB2022_6_RecoveryEndurance,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt3b,0.587527228518729,0.4027744872496055
EP2017_Mitotic R#2 normalized log2 ratio,0.5818765312804836,0.4038508498199687
RCJD2014_5min_1,,
RM2024_Intensity D4-1___1,,
DL2023_24h-1,,
YC2018_Log2(SKBR3-LR/SKBR3)_Rep.1-1,0.5995386302045778,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as2b,0.5991952823821327,
TM2022_S2.4h.C,,
SAS2015_PLX/AZD_Exp2,,
CR2017_Ratio Replicate 3.3,0.584551106439332,0.39531846758553746
PG2020_Intensity 2h_C,0.6015080250215664,
VOI2024_Veh2 di,,
ZX2022_CB treated Replicate 2,0.5937310078272442,
KBE2022_Log2_Ex_8_T,0.6026817246517236,0.38852676745488157
NJH2025_Sub10_MICT_Post,,
HS2024_6_I_T3,0.5890221192033014,0.4004755553943176
RN2012_L11,0.583813239905663,0.4163442405092037
AS2011_Ratio H/L Normalized Inhi_2_2,,
IMM2018_normalised rep. int. Empty-1,0.6029016128791512,
HS2024_5_PD_T1,0.5920276589157387,0.41284610011212697
AH2018_LFQ_M_2_C,0.598739093619886,
CK2022_3 40-1,0.6008536184624385,
RBK2021_1260T Early,,
NJH2024_Sub4_HIIT_Post,,
HS2024_4_I_T1,0.5873917501050007,
YA2020_Reporter_intensity_Cancer_No.5,,0.40463035032764594
HH2022_Reporter intensity 8,,
ZQ2022_N2,0.577044810417419,0.3893375752893327
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt1b,,
FSO2013_Ratio H/L normalized Rep3___3,,
AH2018_TMTMS3_2_N,0.5973453206781075,
EJN2021_5_Rest_Basal,,
NJH2025_Sub2_HIIT_Post,,
NJH2025_Sub1_MICT_Post,,
HS2024_9_B_T1,0.5888071815309547,0.3936723204957302
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt1a,0.581813679082339,
JAW2011_Ratio H/L LS2_1,,
JVO2010_Log2 Ratio H/M Normalized aphidicolin,0.6031169805217039,
NJH2024_Sub6_HIIT_Pre,,
AH2018_SILAC_3_N,0.5927784100345683,
YA2020_Reporter_intensity_Normal_No.1,,0.40125584425039246
HS2024_3_B_T1,0.5949478526015416,0.4108048050005347
JJ2018_Ratio H/L normalized___2,,
RM2024_Intensity D0-2,,
MV2014_Ratio M/L normalized B1___2 (5 min),,
RB2022_7_PostStrength,,
RB2022_1_PostEndurance,,
CR2017_Ratio Replicate 3,0.5841011286576752,0.4372577592097497
SR2019_Hs578T_Biol_repl_3,0.5962848821347623,
MV2014_Ratio L/H normalized B3___1 (5 min),,
RBK2021_1244T Early,,
RB2022_3_PostSprint,,
NJH2024_Sub13_MICT_Mid,,
KTGR2014_Ratio-AA 2 mins,,
GF2025_P7_Sph,0.5897076138898377,0.3836104427494062
HS2024_8_I_T3,0.5893058576440423,0.3916321577273246
CF2017_EOC 3,0.5913528770204128,
LATM2013_Normalized Log2 Ratio (Medium/Light) Forward,0.5924970383428668,
HS2024_6_PD_T3,0.5856601784008632,0.3810425677325126
DL2023_12h-2,,
RM2024_Intensity D6-3___1,,
FS2019_Ctr1,,0.4126984941103161
WZ2023_Pu_010_20min,0.621344992132936,0.3959186377165793
AS2011_Ratio H/L_3,,
CK2022_1 40-1,0.6007723616921852,
RNJ2017_Log2_ratio_Tsup:Trest_D1,,
CK2022_8 16-1,0.5955993514564134,
KS2014_Intensity N3,0.6108109676942844,
RB2022_4_RecoveryEndurance,,
RB2022_5_RecoveryEndurance,,
JAW2011_Ratio H/L LS1a_2,,
NJH2024_Sub12_HIIT_Mid,,
AH2018_LFQ_IT_1_N,,
FSO2013_Ratio H/M normalized Rep2,0.5860117846710491,0.40163665972884244
RAM2015_Log2 A,0.5934953814024532,
HS2024_8_PD_T1,0.5844612169142749,0.39168381659728235
JJ2018_Ratio H/L normalized pP2,,
CF2017_OSE 27,0.5966707600554361,
KS2014_Intensity E15_2,0.5906415495600693,
BS2014_Log2(Ratio H/L protein),,
PG2020_Intensity 8h_A,0.5960218705812614,
HS2024_7_I_T1,0.5862608045800751,
VOI2024_Veh3 di,,
RKK2015_TNF-α+SC-514/basal,,
SR2019_JIMT1_Biol_repl_1,0.5997496927058931,
HW2015_Ratio H/L normalized Exp2,,
HS2024_3_I_N1,0.5958313015646628,0.4310539148140148
AH2018_SILAC_M_3_X,0.5927252405266262,
NJH2024_Sub9_HIIT_Post,,
AS2011_Ratio H/L RNAi_1_3,,
GRW2016_Ratio H/L normalized SILAC 1___2,,
NJH2025_Sub1_HIIT_Pre,,
YC2018_Log2(SKBR3-LR/SKBR3)_Rep.1-2,0.6020033568574226,
NJH2024_Sub4_HIIT_Mid,,
VOI2024_0.1uM 2 h_1 di,,
KBE2022_Log2_Ex_6_T,,
RM2024_Intensity D4-3___1,,
AH2018_LFQ_4_X,0.5973713033953632,
AS2011_Inhi 2_Ratio H/L normalized by corresponding protein level (H:TAL treatment; L: MA treatment),,
RB2022_8_PostEndurance,,
NJH2025_Sub4_MICT_Mid,,
YP2020_Intensity C30_R1_mult_log2,0.5877379067896833,0.3828266649058882
AST2020_anti-CD3.1,0.597445528997261,0.40010404083058837
NJH2025_Sub4_HIIT_Post,,
EP2017_Untreated R#4 log2 ratio,0.5749032806880912,0.38629566908244367
HS2024_6_B_N1,0.5843104582810842,0.38423091071329696
KBE2022_Log2_Ex_27_T,0.6024077021966902,0.3865913104710196
CW2012_10 µM Gef/control Experiment 1 Replicate A,0.5949021738225024,
VOI2024_0.1uM 24 h_1 mono,,
AMK2021_120R_p5,,
AS2011_Ratio H/L Proteins,,
NJH2024_Sub7_HIIT_Post,,
NJH2015_TMT Subject 1 127_N/126 (Exercise/Basal) (normalized),,0.3891942743070944
AS2011_Ratio H/L RNAi_2_2,,
RB2022_7_RecoveryStrength,,
AH2018_SILAC_IT_3_X,0.5905708609377873,
JAW2011_Ratio H/L,,
PG2020_Intensity 10h_C,0.590052436041236,0.3854154767314325
FSO2013_Ratio M/L normalized Rep2,0.593398216145318,
CP2009_Ratio H/M Normalized (50 nM dasatinib vs 5 nM dasatinib),,
HH2022_Reporter intensity 5,0.5965273397006229,
SR2019_HCC1954_Biol_repl_2,0.5930029916715737,
CK2022_14 40-1,0.6002539570988367,
RB2022_6_PreSprint,,
NJH2025_Sub12_MICT_Mid,,
PG2020_Intensity 4h_D,0.6030359123649779,
NJH2025_Sub2_MICT_Post,,
AH2018_LFQ_4_C,0.5979378566224235,
DL2023_control-1,,
AR2021_ALG 10 μM,0.5981589784573434,
JAW2011_Ratio H/L LS2_2,,
AH2018_SILAC_IT_3_N,0.5945069618560829,
EJN2021_4_Rest_Ins,,
RN2012_H05,0.586495416587192,
NJH2024_Sub7_HIIT_Mid,,
GF2025_P2_Adh,0.5974763732536702,0.4059676252874095
FSO2012_Ratio -/+ 3-MB-PP1 exp. as4b,0.5939618046845414,
RB2022_8_PostSprint,,
EJN2021_1_Rest_Ins,,
HH2022_Reporter intensity 3,0.5926849798995962,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt4b,0.5857251108058762,
AH2018_SILAC_IT_1_C,0.5916239255141369,
JW2021_After_3,,
GF2025_P8_Sph,0.5977292800331169,0.39144245354520624
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt4,0.5849713028191297,
JJ2018_Ratio M/L normalized pP2___1,,
AH2018_SILAC_2_N,,
CK2022_11 200-1,0.5946459755583848,
CK2022_12 200-1,0.5912619507174403,
AS2011_Ratio H/L Normalized by Protein RNAi_1,,
RM2024_Intensity D2-1___3,,
NJH2024_Sub1_MICT_Pre,,
HH2022_Reporter intensity 9,0.5973181131473588,
WZ2023_Su_010_20min,0.6108840924890567,0.3946525452618188
AH2018_TMTMS2_2_N,0.5922610318370873,0.40256339122761664
NJH2024_Sub13_MICT_Pre,,
KBE2022_Log2_Ex_41_U,0.6019794634219557,0.385087268231245
NJH2015_TMT Subject 3 129_N/128_C (Exercise/Basal) (normalized),,0.4187477412392834
AH2018_TMTMS3_Pool,0.5969940949967337,
KS2014_Intensity N4,0.6068470897964765,
NJH2024_Sub1_HIIT_Post,,
MM2018_Ratio H/L replicate2,0.6049895096493956,
RM2024_Intensity D4-2___2,,
NJH2024_Sub13_HIIT_Pre,,
CF2017_OSE 26,0.5940929332882714,
CK2022_14 200-1,0.5938238811955185,
SR2019_Hs578T_Biol_repl_1,,
RB2022_7_PostSprint,,
TM2022_mock.4h.A,,
NJH2025_Sub12_HIIT_Pre,,
AH2018_TMTMS3_1_N,0.597940009494327,
AST2020_anti-CD3+PDL2.2,0.5967583262667281,0.39926105726455513
PG2020_Intensity Mock_10h_A,0.6044200923075805,
JW2021_After_2,,
NJH2024_Sub2_MICT_Post,,
EJN2021_2_Rest_Ins,,
SR2019_LM2_Biol_repl_4,0.5902198861161175,
CP2009_Ratio H/M,,
JAW2011_Ratio H/L HS,,
CK2022_13 16-1,0.5985531695837549,
GF2025_P1_Adh,0.5961290621575092,0.4102716072060481
GF2025_P1_Sph,0.5971301947734693,0.3884309629515756
EJN2021_5_Ex_Basal,,
HS2024_7_I_T3,0.5857057540434415,0.37625647713436233
JJ2018_Ratio H/L normalized pP2___2,,
WZ2023_Pe_010_10min,0.6255675149200177,0.39594246724145704
CF2017_EOC 1,0.5857019007040687,0.4043677958309443
CK2022_3 200-1,0.5961807119127556,
AH2018_LFQ_IT_3_C,,
SR2019_Hs578T_Biol_repl_2,0.5940193905607363,
NJH2024_Sub12_HIIT_Post,,
JJ2018_Ratio H/L normalized pP1___2,,
MV2014_Ratio H/L normalized A1___2 (10 min),,
NJH2024_Sub10_MICT_Mid,,
NJH2024_Sub13_MICT_Post,,
BS2014_Log2(Ratio H/L normalized Rep_1),,
RB2022_3_RecoverySprint,,
NJH2025_Sub1_HIIT_Mid,,
RCJD2014_20min_2,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt2,0.5671544228173648,
HS2024_6_PD_T2,0.5927818719374935,0.3909812507709233
HS2024_5_B_T1,0.5875659831520686,
CW2012_10 µM Gef/control Experiment 2 Replicate A,0.5954609156127938,
DL2023_12h-3,,
SR2019_MDAMB231_Biol_repl_2,,
HS2024_3_B_T2,0.5870898082534356,0.3803860669997625
RB2022_6_PreStrength,,
CK2022_2 40-1,0.6006949624461673,
RB2022_1_PostSprint,,
CK2022_4 200-1,0.5971881633087165,
JW2021_Before_2,,
TM2022_S2.12h.A,,
MV2014_Ratio L/M normalized B2___2 (30 min),,
CK2022_5 16-1,0.5961469645183199,
AR2021_ALG 1 μM,0.5969228510725747,
HS2024_4_B_T1,0.5914746991677328,
MV2014_Ratio M/H normalized A3___1 (10 min),,
SR2019_BT549_Biol_repl_4,0.5914422846256508,
EJN2021_1_Rest_Basal,,
NJH2025_Sub8_MICT_Post,,
RCJD2014_5min_3,,
CR2017_Ratio Replicate 3.2,0.5903113259590703,0.40527774832533725
FSO2012_Ratio -/+ 3-MB-PP1 exp. as3a,,
GF2025_P7_Adh,0.5866353622183101,0.4000438162731735
CK2022_9 16-1,0.5972938541034668,
NJH2024_Sub6_HIIT_Post,,
AMK2021_30R_p3,,
AS2011_Ratio H/L Normalized RNAi_2,,
RM2024_Intensity D0-2___2,,
KS2014_Intensity pY_N4,0.604182217045554,
