DatasetName,PTOV1_S(36),PTOV1_S(34) PTOV1_S(73),PTOV1_S(40) PTOV1_S(53)
RM2024_Intensity D4-1___3,,,
RB2022_4_PostEndurance,,,
FSO2013_Ratio M/L normalized Rep3,0.2797270164489585,,0.5124125743188952
SR2019_MCF7_Biol_repl_3,,,
RKK2015_IKKb(K44M)+TNF-α/IKKb(K44M),0.7190540315676046,,0.6094698088465365
SR2019_LM2_Biol_repl_1,,,
RCJD2014_15min_1,,,
AS2011_Ratio H/L Normalized by Proteins Inhi_1,,,
CK2022_7 16-1,,,
NJH2025_Sub12_HIIT_Mid,,,
AH2018_LFQ_IT_1_C,,,
RKK2015_TNF-α/basal,0.6001980189341476,,0.6379655024317941
JJ2018_Ratio H/M normalized pP2,,,
NJH2025_Sub12_MICT_Pre,,,
NJH2025_Sub7_MICT_Post,,,
DL2023_control-3,,,
ZX2022_Control Replicate 2,,,
HS2024_6_B_T3,0.5161949666787485,,0.562615303403821
JW2015_Intensity pre1,,,
IMM2018_normalised rep. int. Empty-3,,,
AMK2021_30R_p5,,,
FSO2013_Ratio M/L normalized Rep1,0.7496739519902051,,0.5112442823067657
SR2019_MDAMB231_Biol_repl_4,,,
GF2025_P2_Sph,0.4559331294419635,,0.5649517857095793
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt2b,,,
NJH2025_Sub13_HIIT_Mid,,,
CP2009_Ratio M/L,,,
NJH2025_Sub7_HIIT_Post,,,
KBE2022_Log2_Ex_44_T,,,
DB2022_Intensity L2,,,
TM2022_mock.4h.C,0.4669954533634687,,0.5359143362950973
AST2020_anti-CD3.2,,,
CW2012_10 µM Erl/control Experiment 1 Replicate B,,,
HS2024_7_B_N1,0.4867308159309967,,0.566516331268639
FSO2013_Ratio M/L normalized Rep1___1,0.7505663546653986,,0.5122935843454609
SAS2015_AZD/DMSO_Exp3,,,
RM2024_Intensity D0-2___3,,,
RM2024_Intensity D6-1,,,
RB2022_8_RecoverySprint,,,
RB2022_5_PreEndurance,,,
CKC2017_log2 normalized phosphoproteomics_30min_rep#2,0.5844383438354323,,
EP2017_Untreated R#4 normalized log2 ratio,,,
WZ2023_Pu_010_30min,0.6351436791113554,0.49196865889827446,0.5898790406437571
AS2011_Ratio H/L Proteins RNAi_2,,,
RB2022_4_PreStrength,,,
NJH2024_Sub4_MICT_Post,,,
AH2018_LFQ_M_1_X,,0.5005585766869326,
RB2022_8_RecoveryEndurance,,,
KBE2022_Log2_Ex_14_U,,,
FSO2013_Ratio M/L normalized Rep3___3,,,
AH2018_TMTMS3_1_C,,,
JJ2018_Ratio H/L normalized___1,,,
ZQ2022_C2,,,
RB2022_5_PreSprint,,,
PG2020_Intensity 8h_C,,,
AH2018_SILAC_MR_2_N,,,
MV2014_Ratio M/L normalized A1___2 (2 min),,,
TM2022_S2.8h.B,0.4469651378620419,,0.524414273644984
MV2014_Ratio M/H normalized B3___1 (30 min),,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as4a,,,
RNJ2017_Log2_ratio_Tsup:Tstim_D2,,,
RM2024_Intensity D6-1___2,,,
NJH2025_Sub7_MICT_Mid,,,
LY2019_P1+,0.548251699756869,,0.4619072714711917
AS2011_Ratio H/L Proteins Inhi_2,,,
BS2014_Log2(Ratio H/L normalized),0.3648793022064923,,0.4127563430569382
UK2020_HCM_2,,,
FSO2013_Ratio H/L normalized Rep2___2,,,
EP2017_Pervanadate R#3 normalized log2 ratio,,,
RM2024_Intensity D4-3___3,,,
RB2022_5_PreStrength,,,
NJH2024_Sub4_MICT_Mid,,,
TM2022_S2.4h.A,0.4673721892393564,,0.5281096288378808
RB2022_5_PostStrength,,,
GF2025_P6_Sph,0.3980244880732178,,0.49361286578285407
RB2022_2_PreSprint,,,
ZX2022_CB treated Replicate 3,,,
RM2024_Intensity D6-2___3,,,
WZ2023_Pe_025_10min,0.6229945128622286,0.5076153124216908,0.5957862332081283
AS2011_Ratio H/L Normalized by Proteins RNAi_1,,,
AST2020_anti-CD3+PDL2.1,,,
KBE2022_Log2_Ex_34_U,,,
WZ2023_Pu_005_10min,0.6193759116369331,0.514140532210259,0.5950641425227123
AS2011_Ratio H/L RNAi_2_1,,,
NJH2024_Sub9_HIIT_Mid,,,
CK2022_9 40-1,,,
KTGR2014_Ratio H L Normalized Rep1_Rapamycin_0_15,,,
LG2023_GSK3α-1_intensity,,,
WZ2023_Pu_025_30min,0.6341269653970198,0.5007017513470053,0.5930696172785972
AH2018_SILAC_MR_2_X,,,
HS2024_4_PD_T2,0.4735925337720514,,0.5391492928831272
NJH2024_Sub4_HIIT_Pre,,,
RB2022_2_RecoverySprint,,,
AS2011_Ratio H/L Protein RNAi_1,,,
RM2024_Intensity D2-1___2,,,
CR2017_Ratio Replicate 1.4,0.5293259602825535,0.5260495531387344,0.5360420329163972
FR2021_Norm.Intensity.B,0.5044350063682326,,
RM2024_Intensity D6-2___1,,,
YC2018_Log2(SKBR3-LR/SKBR3)_Rep.2-1,,,
RB2022_5_PostSprint,,,
EJN2021_3_Rest_Basal,,,
CR2017_Ratio Replicate 1.3,0.6269196357337583,0.5397971789169402,0.5298574254782233
AS2011_Ratio H/L Normalized by Protein RNAi_2,,,
KTGR2014_Ratio-Rapa 7 mins,,,
AMK2021_120R_p1,,,
AH2018_SILAC_3_X,,0.49097106051308054,
JJ2018_Ratio M/L normalized pP3,,,
AH2018_SILAC_M_2_N,,,
HS2024_7_PD_T2,0.6034508129181552,,0.5134090360558112
FSO2013_Ratio H/L normalized Rep1___1,0.5411645767951366,,0.48145337086801065
AH2018_LFQ_1_C,,0.48609661834640755,
AS2011_Ratio H/L Normalized Inhi_1_3,,,
KBE2022_Log2_Ex_28_T,,,
HS2024_3_B_N1,0.5417378389661296,,0.538953245062247
RM2024_Intensity D4-2___3,,,
WZ2023_Pe_025_30min,0.6228220465896149,0.4973251833805026,0.58997010380585
CK2022_11 40-1,,,
CW2012_10 µM Erl/control Experiment 3 Replicate B,,,
AH2018_SILAC_2_X,,,
MV2014_Ratio H/M normalized A2___2 (2 min),,,
AS2011_Ratio H/L RNAi_1_2,,,
KS2014_Intensity E15_1,,,
FSO2013_Ratio H/L normalized Rep2,0.4508437875360545,,0.4967350183555076
WZ2023_Pu_005_20min,0.634219417280293,0.4914840113161751,0.5899702268781988
NJH2024_Sub10_MICT_Post,,,
RM2024_Intensity D2-3___1,,,
CR2017_Ratio Replicate 1.5,0.4691205211743969,0.49945268222975037,0.5900577102248672
CW2012_10 µM Gef/control Experiment 2 Replicate B,,,
HS2024_7_B_T3,0.7004599627227603,,0.5132697006175202
CKC2017_log2 normalized phosphoproteomics_60min_rep#1,0.587128757571786,,
AS2011_Ratio H/L RNAi_1,,,
JC2019_Normalised_intensity_A_TiOx_Testis_sample_URO0059,,,
AH2018_LFQ_M_1_C,,0.5038321600348633,
NJH2025_Sub7_MICT_Pre,,,
SR2019_SKBR3_Biol_repl_2,0.4005832650102162,,
HS2024_9_B_T2,0.5076709454117054,,0.48258407666990877
KTGR2014_Ratio-AA 7 mins,,,
MV2014_Ratio L/H normalized B3___3 (5 min),,,
HS2024_3_PD_T1,0.4204654690060063,,0.520155664917114
FSO2013_Ratio M/L normalized Rep3___2,,,
SR2019_BT549_Biol_repl_3,,,
RCJD2014_20min_mean,,,
FR2021_Norm.Intensity.H,0.5054089916251276,,
RB2022_2_PreStrength,,,
DB2022_LFQ intensity L1.2,,,
HS2024_4_B_N1,0.4809918947984059,,0.5085664767365173
KTGR2014_Ratio H M Normalized Rep2_Rapamycin_0_15,,,
CK2022_1 16-1,,,
CK2022_1 200-1,0.4967399833009861,,0.5177025452543436
PG2020_Intensity Mock_10h_D,,,
SR2019_MCF10A_Biol_repl_2,,,
JJ2018_Ratio M/L normalized pP2___2,,,
HS2024_6_PD_T1,0.5813650875897041,,0.461426020737169
JVO2010_Ratio M/L Normalized by Protein ThymON - Log2 G1/S,,,
RB2022_6_RecoveryEndurance,,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt3b,,,
EP2017_Mitotic R#2 normalized log2 ratio,,,
RCJD2014_5min_1,,,
RM2024_Intensity D4-1___1,,,
DL2023_24h-1,,,
YC2018_Log2(SKBR3-LR/SKBR3)_Rep.1-1,,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as2b,,,
TM2022_S2.4h.C,0.4374152278624381,,0.5261329059449791
SAS2015_PLX/AZD_Exp2,,,
CR2017_Ratio Replicate 3.3,0.5206288819259621,0.5111574633244771,0.5154087300168052
PG2020_Intensity 2h_C,,,
VOI2024_Veh2 di,,,
ZX2022_CB treated Replicate 2,,,
KBE2022_Log2_Ex_8_T,,,
NJH2025_Sub10_MICT_Post,,,
HS2024_6_I_T3,0.4916060123048431,,0.5061986281070011
RN2012_L11,,,
AS2011_Ratio H/L Normalized Inhi_2_2,,,
IMM2018_normalised rep. int. Empty-1,,,
HS2024_5_PD_T1,0.4719378853748848,,0.4550076373359706
AH2018_LFQ_M_2_C,,,
CK2022_3 40-1,,,
RBK2021_1260T Early,,,
NJH2024_Sub4_HIIT_Post,,,
HS2024_4_I_T1,0.607115611262449,,0.5449582501273545
YA2020_Reporter_intensity_Cancer_No.5,,,
HH2022_Reporter intensity 8,,,
ZQ2022_N2,,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt1b,,,
FSO2013_Ratio H/L normalized Rep3___3,,,
AH2018_TMTMS3_2_N,,,
EJN2021_5_Rest_Basal,,,
NJH2025_Sub2_HIIT_Post,,,
NJH2025_Sub1_MICT_Post,,,
HS2024_9_B_T1,0.48760740604066,,0.4936477548237523
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt1a,,,
JAW2011_Ratio H/L LS2_1,,,
JVO2010_Log2 Ratio H/M Normalized aphidicolin,,,
NJH2024_Sub6_HIIT_Pre,,,
AH2018_SILAC_3_N,,0.4989588855772621,
YA2020_Reporter_intensity_Normal_No.1,,,
HS2024_3_B_T1,0.45534005482659,,0.5352196230769058
JJ2018_Ratio H/L normalized___2,,,
RM2024_Intensity D0-2,,,
MV2014_Ratio M/L normalized B1___2 (5 min),,,
RB2022_7_PostStrength,,,
RB2022_1_PostEndurance,,,
CR2017_Ratio Replicate 3,,0.5079101845919819,0.5243339748325202
SR2019_Hs578T_Biol_repl_3,,,
MV2014_Ratio L/H normalized B3___1 (5 min),,,
RBK2021_1244T Early,,,
RB2022_3_PostSprint,,,
NJH2024_Sub13_MICT_Mid,,,
KTGR2014_Ratio-AA 2 mins,,,
GF2025_P7_Sph,0.4349313849683714,,0.5549001243800369
HS2024_8_I_T3,0.5452818616272969,,0.5043167616139013
CF2017_EOC 3,,,
LATM2013_Normalized Log2 Ratio (Medium/Light) Forward,,,
HS2024_6_PD_T3,0.3905183634542103,,0.4596187175829803
DL2023_12h-2,,,
RM2024_Intensity D6-3___1,,,
FS2019_Ctr1,,,
WZ2023_Pu_010_20min,0.6262385407574758,0.5080589455732996,0.5936876192216427
AS2011_Ratio H/L_3,,,
CK2022_1 40-1,,,
RNJ2017_Log2_ratio_Tsup:Trest_D1,,,
CK2022_8 16-1,,,
KS2014_Intensity N3,,,
RB2022_4_RecoveryEndurance,,,
RB2022_5_RecoveryEndurance,,,
JAW2011_Ratio H/L LS1a_2,,,
NJH2024_Sub12_HIIT_Mid,,,
AH2018_LFQ_IT_1_N,,,
FSO2013_Ratio H/M normalized Rep2,0.3714220752582845,,0.4597313638600586
RAM2015_Log2 A,0.5344127823671025,,0.5363295755244235
HS2024_8_PD_T1,0.5052299916924465,,0.5406551870173368
JJ2018_Ratio H/L normalized pP2,,,
CF2017_OSE 27,0.4191609016085962,,
KS2014_Intensity E15_2,,,
BS2014_Log2(Ratio H/L protein),,,
PG2020_Intensity 8h_A,,,
HS2024_7_I_T1,0.7368256230915594,,0.49091840996854075
VOI2024_Veh3 di,,,
RKK2015_TNF-α+SC-514/basal,,,0.5896181488177681
SR2019_JIMT1_Biol_repl_1,,,
HW2015_Ratio H/L normalized Exp2,,,
HS2024_3_I_N1,0.5669862105224036,,0.570141239465781
AH2018_SILAC_M_3_X,,0.4931885756221046,
NJH2024_Sub9_HIIT_Post,,,
AS2011_Ratio H/L RNAi_1_3,,,
GRW2016_Ratio H/L normalized SILAC 1___2,,,
NJH2025_Sub1_HIIT_Pre,,,
YC2018_Log2(SKBR3-LR/SKBR3)_Rep.1-2,,,
NJH2024_Sub4_HIIT_Mid,,,
VOI2024_0.1uM 2 h_1 di,,,
KBE2022_Log2_Ex_6_T,,,
RM2024_Intensity D4-3___1,,,
AH2018_LFQ_4_X,,,
AS2011_Inhi 2_Ratio H/L normalized by corresponding protein level (H:TAL treatment; L: MA treatment),,,
RB2022_8_PostEndurance,,,
NJH2025_Sub4_MICT_Mid,,,
YP2020_Intensity C30_R1_mult_log2,,,
AST2020_anti-CD3.1,,,
NJH2025_Sub4_HIIT_Post,,,
EP2017_Untreated R#4 log2 ratio,,,
HS2024_6_B_N1,0.4727099868066073,,0.5315025656262884
KBE2022_Log2_Ex_27_T,,,
CW2012_10 µM Gef/control Experiment 1 Replicate A,,,
VOI2024_0.1uM 24 h_1 mono,,,
AMK2021_120R_p5,,,
AS2011_Ratio H/L Proteins,,,
NJH2024_Sub7_HIIT_Post,,,
NJH2015_TMT Subject 1 127_N/126 (Exercise/Basal) (normalized),,,
AS2011_Ratio H/L RNAi_2_2,,,
RB2022_7_RecoveryStrength,,,
AH2018_SILAC_IT_3_X,,0.5319849190381454,
JAW2011_Ratio H/L,,,
PG2020_Intensity 10h_C,,,
FSO2013_Ratio M/L normalized Rep2,0.4189046997059881,,0.4860029866922512
CP2009_Ratio H/M Normalized (50 nM dasatinib vs 5 nM dasatinib),,,
HH2022_Reporter intensity 5,,,
SR2019_HCC1954_Biol_repl_2,,,
CK2022_14 40-1,,,
RB2022_6_PreSprint,,,
NJH2025_Sub12_MICT_Mid,,,
PG2020_Intensity 4h_D,,,
NJH2025_Sub2_MICT_Post,,,
AH2018_LFQ_4_C,,,
DL2023_control-1,,,
AR2021_ALG 10 μM,,,
JAW2011_Ratio H/L LS2_2,,,
AH2018_SILAC_IT_3_N,,0.4873166901971602,
EJN2021_4_Rest_Ins,,,
RN2012_H05,0.5056926503421364,,
NJH2024_Sub7_HIIT_Mid,,,
GF2025_P2_Adh,0.5464173170009072,,0.5199250276334256
FSO2012_Ratio -/+ 3-MB-PP1 exp. as4b,,,
RB2022_8_PostSprint,,,
EJN2021_1_Rest_Ins,,,
HH2022_Reporter intensity 3,,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt4b,,,
AH2018_SILAC_IT_1_C,,,
JW2021_After_3,,,
GF2025_P8_Sph,0.4181506024822268,,0.5430482091630818
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt4,,,
JJ2018_Ratio M/L normalized pP2___1,,,
AH2018_SILAC_2_N,,,
CK2022_11 200-1,0.3887535683441644,,0.517958827752983
CK2022_12 200-1,0.405379375249869,,0.5195799556485177
AS2011_Ratio H/L Normalized by Protein RNAi_1,,,
RM2024_Intensity D2-1___3,,,
NJH2024_Sub1_MICT_Pre,,,
HH2022_Reporter intensity 9,,,
WZ2023_Su_010_20min,0.621323961763047,0.49180395977374947,0.5895194872686933
AH2018_TMTMS2_2_N,,,
NJH2024_Sub13_MICT_Pre,,,
KBE2022_Log2_Ex_41_U,,,
NJH2015_TMT Subject 3 129_N/128_C (Exercise/Basal) (normalized),,,
AH2018_TMTMS3_Pool,,,
KS2014_Intensity N4,,,
NJH2024_Sub1_HIIT_Post,,,
MM2018_Ratio H/L replicate2,,,
RM2024_Intensity D4-2___2,,,
NJH2024_Sub13_HIIT_Pre,,,
CF2017_OSE 26,0.4021430856468326,,
CK2022_14 200-1,0.4176817615836973,,0.5394803476576031
SR2019_Hs578T_Biol_repl_1,,,
RB2022_7_PostSprint,,,
TM2022_mock.4h.A,0.390473443190021,,0.5034071355598049
NJH2025_Sub12_HIIT_Pre,,,
AH2018_TMTMS3_1_N,,,
AST2020_anti-CD3+PDL2.2,,,
PG2020_Intensity Mock_10h_A,,,
JW2021_After_2,,,
NJH2024_Sub2_MICT_Post,,,
EJN2021_2_Rest_Ins,,,
SR2019_LM2_Biol_repl_4,,,
CP2009_Ratio H/M,,,
JAW2011_Ratio H/L HS,,,
CK2022_13 16-1,,,
GF2025_P1_Adh,0.6092636786373413,,0.5065421435578742
GF2025_P1_Sph,0.4770088624357075,,0.531969123639336
EJN2021_5_Ex_Basal,,,
HS2024_7_I_T3,0.4858445282006403,,0.4983683384368638
JJ2018_Ratio H/L normalized pP2___2,,,
WZ2023_Pe_010_10min,0.6086075809242011,0.50338542605049,0.5849152206028787
CF2017_EOC 1,0.3956811481014035,,
CK2022_3 200-1,0.4908049309282918,,0.5144743650691921
AH2018_LFQ_IT_3_C,,,
SR2019_Hs578T_Biol_repl_2,,,
NJH2024_Sub12_HIIT_Post,,,
JJ2018_Ratio H/L normalized pP1___2,,,
MV2014_Ratio H/L normalized A1___2 (10 min),,,
NJH2024_Sub10_MICT_Mid,,,
NJH2024_Sub13_MICT_Post,,,
BS2014_Log2(Ratio H/L normalized Rep_1),0.3639955134192748,,0.40407260443248577
RB2022_3_RecoverySprint,,,
NJH2025_Sub1_HIIT_Mid,,,
RCJD2014_20min_2,,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt2,,,
HS2024_6_PD_T2,0.6216457192909061,,0.43208749144727393
HS2024_5_B_T1,0.7372008699934175,,0.6541569141609955
CW2012_10 µM Gef/control Experiment 2 Replicate A,,,
DL2023_12h-3,,,
SR2019_MDAMB231_Biol_repl_2,,,
HS2024_3_B_T2,0.5663116905957026,,0.5645916119848338
RB2022_6_PreStrength,,,
CK2022_2 40-1,,,
RB2022_1_PostSprint,,,
CK2022_4 200-1,0.4946574555128911,,0.5179606180500951
JW2021_Before_2,,,
TM2022_S2.12h.A,0.4364760633379448,,0.5264935199320475
MV2014_Ratio L/M normalized B2___2 (30 min),,,
CK2022_5 16-1,,,
AR2021_ALG 1 μM,,,
HS2024_4_B_T1,0.6124822832335618,,0.5431215595382308
MV2014_Ratio M/H normalized A3___1 (10 min),,,
SR2019_BT549_Biol_repl_4,,,
EJN2021_1_Rest_Basal,,,
NJH2025_Sub8_MICT_Post,,,
RCJD2014_5min_3,,,
CR2017_Ratio Replicate 3.2,0.4473487183165619,0.4761383663717505,0.49256857509086205
FSO2012_Ratio -/+ 3-MB-PP1 exp. as3a,,,
GF2025_P7_Adh,0.5654258181922225,,0.5373314891310288
CK2022_9 16-1,,,
NJH2024_Sub6_HIIT_Post,,,
AMK2021_30R_p3,,,
AS2011_Ratio H/L Normalized RNAi_2,,,
RM2024_Intensity D0-2___2,,,
KS2014_Intensity pY_N4,,,
CK2022_13 200-1,0.4128405787068139,,0.5397993230821423
AS2011_Ratio H/L Normalized_2,,,
PG2020_Intensity 6h_D,,,
CK2022_16 16-1,,,
FS2019_db/db3,,,
CK2022_15 40-1,,,
NJH2024_Sub9_MICT_Pre,,,
BS2014_Log2(Ratio H/L unmodified peptide),,,
WZ2023_Su_005_10min,0.6281656507142916,0.49002060279100573,0.5929581671352986
RM2009_Ratio M/L (M:15 min timepoint;L:0 min. timepoint),,,
KBE2022_Log2_Ex_41_T,,,
AMK2021_Ctrl_p1,,,
AH2018_LFQ_IT_3_X,,,
HS2024_5_PD_T3,0.4487890917632982,,0.4811055542524872
AH2018_TMTMS3_3_X,,,
