DatasetName,PNN_S(1) PNN_S(100) PNN_S(114) PNN_S(115) PNN_S(120) PNN_S(160) PNN_S(3) PNN_S(347) PNN_S(362) PNN_S(375) PNN_S(381) PNN_S(4) PNN_S(410) PNN_S(413) PNN_S(417) PNN_S(422) PNN_S(443) PNN_S(450) PNN_S(458) PNN_S(48) PNN_S(485) PNN_S(536) PNN_S(552) PNN_S(554) PNN_S(58) PNN_S(62) PNN_S(63) PNN_S(654) PNN_S(655) PNN_S(658) PNN_S(66) PNN_S(68) PNN_S(688) PNN_S(690) PNN_S(692) PNN_S(694) PNN_S(695) PNN_S(697) PNN_S(7) PNN_S(824) PNN_S(84) PNN_S(96) PNN_S(97) PNN_T(547) PNN_T(655) PNN_T(657),PNN_S(392) PNN_T(152) PNN_T(408)
RM2024_Intensity D4-1___3,0.5681700277605113,
RB2022_4_PostEndurance,0.5639216976200546,
FSO2013_Ratio M/L normalized Rep3,0.5556652661960628,
SR2019_MCF7_Biol_repl_3,,
RKK2015_IKKb(K44M)+TNF-α/IKKb(K44M),,
SR2019_LM2_Biol_repl_1,,
RCJD2014_15min_1,0.5732653268817254,
AS2011_Ratio H/L Normalized by Proteins Inhi_1,,
CK2022_7 16-1,0.5628143850851017,
NJH2025_Sub12_HIIT_Mid,0.5619077296287874,
AH2018_LFQ_IT_1_C,0.5651798384441113,
RKK2015_TNF-α/basal,,
JJ2018_Ratio H/M normalized pP2,,
NJH2025_Sub12_MICT_Pre,0.5626128670436507,
NJH2025_Sub7_MICT_Post,0.5627918504499904,
DL2023_control-3,0.5616315121846721,
ZX2022_Control Replicate 2,0.551894313581917,
HS2024_6_B_T3,0.567835422600164,
JW2015_Intensity pre1,,
IMM2018_normalised rep. int. Empty-3,0.5668083846437318,
AMK2021_30R_p5,,
FSO2013_Ratio M/L normalized Rep1,0.5690375233279878,
SR2019_MDAMB231_Biol_repl_4,0.56582950180809,
GF2025_P2_Sph,0.5649566360191851,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt2b,,
NJH2025_Sub13_HIIT_Mid,0.558263794567957,
CP2009_Ratio M/L,,
NJH2025_Sub7_HIIT_Post,0.5626808026732827,
KBE2022_Log2_Ex_44_T,0.5723415717467905,
DB2022_Intensity L2,,
TM2022_mock.4h.C,0.5700423930016018,
AST2020_anti-CD3.2,0.5717526349957296,
CW2012_10 µM Erl/control Experiment 1 Replicate B,,
HS2024_7_B_N1,0.5522407164160149,
FSO2013_Ratio M/L normalized Rep1___1,0.5690486204755693,
SAS2015_AZD/DMSO_Exp3,,
RM2024_Intensity D0-2___3,,
RM2024_Intensity D6-1,0.571809467695974,
RB2022_8_RecoverySprint,0.5624840829960434,
RB2022_5_PreEndurance,0.5622718281163792,
CKC2017_log2 normalized phosphoproteomics_30min_rep#2,0.5634606201765204,
EP2017_Untreated R#4 normalized log2 ratio,0.5720488273633922,
WZ2023_Pu_010_30min,0.5737793151351276,0.21774475372641625
AS2011_Ratio H/L Proteins RNAi_2,,
RB2022_4_PreStrength,0.5630936989246965,
NJH2024_Sub4_MICT_Post,0.5638620088843024,
AH2018_LFQ_M_1_X,0.5705689397973116,
RB2022_8_RecoveryEndurance,0.5640313669728869,
KBE2022_Log2_Ex_14_U,0.5807652079375019,
FSO2013_Ratio M/L normalized Rep3___3,,
AH2018_TMTMS3_1_C,0.5744546305579916,
JJ2018_Ratio H/L normalized___1,0.5640104562562459,
ZQ2022_C2,0.557822606827858,
RB2022_5_PreSprint,0.5639070549780493,
PG2020_Intensity 8h_C,0.5564479460330328,
AH2018_SILAC_MR_2_N,0.5660872634493771,
MV2014_Ratio M/L normalized A1___2 (2 min),,
TM2022_S2.8h.B,0.5692003876953385,
MV2014_Ratio M/H normalized B3___1 (30 min),,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as4a,,
RNJ2017_Log2_ratio_Tsup:Tstim_D2,0.5650021722519596,
RM2024_Intensity D6-1___2,0.568183630525816,
NJH2025_Sub7_MICT_Mid,0.5627791901978231,
LY2019_P1+,0.5587951847328331,
AS2011_Ratio H/L Proteins Inhi_2,,
BS2014_Log2(Ratio H/L normalized),0.5598078372506337,
UK2020_HCM_2,0.5643455706497108,
FSO2013_Ratio H/L normalized Rep2___2,,
EP2017_Pervanadate R#3 normalized log2 ratio,0.5542687101379513,
RM2024_Intensity D4-3___3,0.569848588694609,
RB2022_5_PreStrength,0.5621422954695228,
NJH2024_Sub4_MICT_Mid,0.5639493186139506,
TM2022_S2.4h.A,0.5689590385095807,
RB2022_5_PostStrength,0.5636029761271754,
GF2025_P6_Sph,0.5616086640865008,
RB2022_2_PreSprint,0.5627153876745816,
ZX2022_CB treated Replicate 3,0.5529982729826787,
RM2024_Intensity D6-2___3,0.5703920456274143,
WZ2023_Pe_025_10min,0.5659905190780651,0.19141236587007196
AS2011_Ratio H/L Normalized by Proteins RNAi_1,,
AST2020_anti-CD3+PDL2.1,0.5712423996669139,
KBE2022_Log2_Ex_34_U,0.5731985061208428,
WZ2023_Pu_005_10min,0.5619524548631685,0.18757966108372673
AS2011_Ratio H/L RNAi_2_1,,
NJH2024_Sub9_HIIT_Mid,0.5641914966740366,
CK2022_9 40-1,0.5773237711210769,
KTGR2014_Ratio H L Normalized Rep1_Rapamycin_0_15,,
LG2023_GSK3α-1_intensity,,
WZ2023_Pu_025_30min,0.5703940285573439,0.2003383261781865
AH2018_SILAC_MR_2_X,0.5693404564421275,
HS2024_4_PD_T2,0.5839468303623314,
NJH2024_Sub4_HIIT_Pre,0.5640149895903094,
RB2022_2_RecoverySprint,0.5563566295689011,
AS2011_Ratio H/L Protein RNAi_1,,
RM2024_Intensity D2-1___2,0.5718475348338579,
CR2017_Ratio Replicate 1.4,0.5563265976605911,
FR2021_Norm.Intensity.B,0.5604146320897676,
RM2024_Intensity D6-2___1,,
YC2018_Log2(SKBR3-LR/SKBR3)_Rep.2-1,,
RB2022_5_PostSprint,0.5623242198926109,
EJN2021_3_Rest_Basal,0.560519628665393,
CR2017_Ratio Replicate 1.3,0.5648812719743992,
AS2011_Ratio H/L Normalized by Protein RNAi_2,,
KTGR2014_Ratio-Rapa 7 mins,,
AMK2021_120R_p1,,
AH2018_SILAC_3_X,0.5662531239787142,
JJ2018_Ratio M/L normalized pP3,,
AH2018_SILAC_M_2_N,0.565392325248469,
HS2024_7_PD_T2,0.5524085474817975,
FSO2013_Ratio H/L normalized Rep1___1,0.5625247464619934,
AH2018_LFQ_1_C,0.5662756950261946,
AS2011_Ratio H/L Normalized Inhi_1_3,,
KBE2022_Log2_Ex_28_T,0.5690237304154021,
HS2024_3_B_N1,0.5636747691295497,
RM2024_Intensity D4-2___3,0.5700590686351513,
WZ2023_Pe_025_30min,0.5702825791132162,0.21607586622250918
CK2022_11 40-1,0.5778845881574558,
CW2012_10 µM Erl/control Experiment 3 Replicate B,,
AH2018_SILAC_2_X,0.564934707311133,
MV2014_Ratio H/M normalized A2___2 (2 min),,
AS2011_Ratio H/L RNAi_1_2,,
KS2014_Intensity E15_1,0.5602465976701708,
FSO2013_Ratio H/L normalized Rep2,0.5632997244414766,
WZ2023_Pu_005_20min,0.5687077429930334,0.20710074736315628
NJH2024_Sub10_MICT_Post,0.5577413390971045,
RM2024_Intensity D2-3___1,,
CR2017_Ratio Replicate 1.5,0.5571874397632159,
CW2012_10 µM Gef/control Experiment 2 Replicate B,,
HS2024_7_B_T3,0.547195153952462,
CKC2017_log2 normalized phosphoproteomics_60min_rep#1,0.5625082519406965,
AS2011_Ratio H/L RNAi_1,,
JC2019_Normalised_intensity_A_TiOx_Testis_sample_URO0059,0.5638577420142366,
AH2018_LFQ_M_1_C,0.5686347160421313,
NJH2025_Sub7_MICT_Pre,0.5624776672704777,
SR2019_SKBR3_Biol_repl_2,,
HS2024_9_B_T2,0.5523503611387796,
KTGR2014_Ratio-AA 7 mins,,
MV2014_Ratio L/H normalized B3___3 (5 min),,
HS2024_3_PD_T1,0.5715931080247102,
FSO2013_Ratio M/L normalized Rep3___2,,
SR2019_BT549_Biol_repl_3,0.5623258609066565,
RCJD2014_20min_mean,0.5583866567680155,
FR2021_Norm.Intensity.H,0.5622783395988261,
RB2022_2_PreStrength,0.5607666904066977,
DB2022_LFQ intensity L1.2,,
HS2024_4_B_N1,0.5730934989987981,
KTGR2014_Ratio H M Normalized Rep2_Rapamycin_0_15,,
CK2022_1 16-1,0.5646515265831545,
CK2022_1 200-1,0.5747600153619119,
PG2020_Intensity Mock_10h_D,0.5509102267229002,
SR2019_MCF10A_Biol_repl_2,,
JJ2018_Ratio M/L normalized pP2___2,,
HS2024_6_PD_T1,0.5628137293552249,
JVO2010_Ratio M/L Normalized by Protein ThymON - Log2 G1/S,,
RB2022_6_RecoveryEndurance,0.5621802749977003,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt3b,,
EP2017_Mitotic R#2 normalized log2 ratio,0.5607109170092758,
RCJD2014_5min_1,0.5671538383661874,
RM2024_Intensity D4-1___1,,
DL2023_24h-1,0.5610580335593689,
YC2018_Log2(SKBR3-LR/SKBR3)_Rep.1-1,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as2b,,
TM2022_S2.4h.C,0.5691531921245304,
SAS2015_PLX/AZD_Exp2,,
CR2017_Ratio Replicate 3.3,0.5596034556924119,
PG2020_Intensity 2h_C,0.5531953422074967,0.18340180838583056
VOI2024_Veh2 di,,
ZX2022_CB treated Replicate 2,0.5550247035353775,
KBE2022_Log2_Ex_8_T,0.5718634684375103,
NJH2025_Sub10_MICT_Post,0.5577413390971045,
HS2024_6_I_T3,0.5513144474086653,
RN2012_L11,0.5539932662028082,
AS2011_Ratio H/L Normalized Inhi_2_2,,
IMM2018_normalised rep. int. Empty-1,0.5668555140084333,
HS2024_5_PD_T1,0.5573534036366535,
AH2018_LFQ_M_2_C,0.5682226949466401,
CK2022_3 40-1,0.5739256839538526,
RBK2021_1260T Early,,
NJH2024_Sub4_HIIT_Post,0.5639348729832006,
HS2024_4_I_T1,0.5638453807349275,
YA2020_Reporter_intensity_Cancer_No.5,0.5669470283958483,
HH2022_Reporter intensity 8,0.5646312957854694,
ZQ2022_N2,0.5511392827370541,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt1b,,
FSO2013_Ratio H/L normalized Rep3___3,,
AH2018_TMTMS3_2_N,0.5731140777921556,
EJN2021_5_Rest_Basal,0.5620354449975581,
NJH2025_Sub2_HIIT_Post,0.5579293949994263,
NJH2025_Sub1_MICT_Post,0.5580437445441369,
HS2024_9_B_T1,0.5607248802925541,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt1a,,
JAW2011_Ratio H/L LS2_1,,
JVO2010_Log2 Ratio H/M Normalized aphidicolin,,
NJH2024_Sub6_HIIT_Pre,0.5644487712683669,
AH2018_SILAC_3_N,0.5663861551604927,
YA2020_Reporter_intensity_Normal_No.1,0.5660517018465879,
HS2024_3_B_T1,0.5656674598194578,
JJ2018_Ratio H/L normalized___2,,
RM2024_Intensity D0-2,0.567429626008183,
MV2014_Ratio M/L normalized B1___2 (5 min),,
RB2022_7_PostStrength,0.5616962356747361,
RB2022_1_PostEndurance,0.560792006987313,
CR2017_Ratio Replicate 3,0.570637437231403,
SR2019_Hs578T_Biol_repl_3,,
MV2014_Ratio L/H normalized B3___1 (5 min),,
RBK2021_1244T Early,,
RB2022_3_PostSprint,0.5635651461493797,
NJH2024_Sub13_MICT_Mid,0.5609535556950744,
KTGR2014_Ratio-AA 2 mins,,
GF2025_P7_Sph,0.5643704008947152,
HS2024_8_I_T3,0.5471075725861073,
CF2017_EOC 3,0.5718117690631628,
LATM2013_Normalized Log2 Ratio (Medium/Light) Forward,,
HS2024_6_PD_T3,0.5388052904874892,
DL2023_12h-2,,
RM2024_Intensity D6-3___1,,
FS2019_Ctr1,0.5702394620215562,
WZ2023_Pu_010_20min,0.5676837004590644,0.22787452782342732
AS2011_Ratio H/L_3,,
CK2022_1 40-1,0.5747811135576661,
RNJ2017_Log2_ratio_Tsup:Trest_D1,0.5628275832697586,
CK2022_8 16-1,0.5614073201436229,
KS2014_Intensity N3,0.5623597169161002,
RB2022_4_RecoveryEndurance,0.5634230685698057,
RB2022_5_RecoveryEndurance,0.5628788638656657,
JAW2011_Ratio H/L LS1a_2,,
NJH2024_Sub12_HIIT_Mid,0.5619077296287874,
AH2018_LFQ_IT_1_N,0.5670261134143033,
FSO2013_Ratio H/M normalized Rep2,0.5552014900518363,
RAM2015_Log2 A,0.557299803105079,
HS2024_8_PD_T1,0.552698484415262,
JJ2018_Ratio H/L normalized pP2,,
CF2017_OSE 27,0.5446005802497601,
KS2014_Intensity E15_2,0.557970712053249,
BS2014_Log2(Ratio H/L protein),0.5425624350162354,
PG2020_Intensity 8h_A,0.5606539436631327,
HS2024_7_I_T1,0.5316375382557702,
VOI2024_Veh3 di,,
RKK2015_TNF-α+SC-514/basal,,
SR2019_JIMT1_Biol_repl_1,0.5529607883423114,
HW2015_Ratio H/L normalized Exp2,,
HS2024_3_I_N1,0.5790603515699175,
AH2018_SILAC_M_3_X,0.5666554744519522,
NJH2024_Sub9_HIIT_Post,0.5642380218039221,
AS2011_Ratio H/L RNAi_1_3,,
GRW2016_Ratio H/L normalized SILAC 1___2,,
NJH2025_Sub1_HIIT_Pre,0.5586665205216661,
YC2018_Log2(SKBR3-LR/SKBR3)_Rep.1-2,,
NJH2024_Sub4_HIIT_Mid,0.5631546584054634,
VOI2024_0.1uM 2 h_1 di,,
KBE2022_Log2_Ex_6_T,0.5829851209715883,
RM2024_Intensity D4-3___1,,
AH2018_LFQ_4_X,0.5659377783747089,
AS2011_Inhi 2_Ratio H/L normalized by corresponding protein level (H:TAL treatment; L: MA treatment),,
RB2022_8_PostEndurance,0.5618898874331437,
NJH2025_Sub4_MICT_Mid,0.5639493186139506,
YP2020_Intensity C30_R1_mult_log2,,
AST2020_anti-CD3.1,0.5704529047483482,
NJH2025_Sub4_HIIT_Post,0.5639348729832006,
EP2017_Untreated R#4 log2 ratio,0.5725567691223498,
HS2024_6_B_N1,0.5568284902607502,
KBE2022_Log2_Ex_27_T,0.5678532851081199,
CW2012_10 µM Gef/control Experiment 1 Replicate A,,
VOI2024_0.1uM 24 h_1 mono,0.5638502501238402,
AMK2021_120R_p5,,
AS2011_Ratio H/L Proteins,,
NJH2024_Sub7_HIIT_Post,0.5626808026732827,
NJH2015_TMT Subject 1 127_N/126 (Exercise/Basal) (normalized),0.5655632215830706,
AS2011_Ratio H/L RNAi_2_2,,
RB2022_7_RecoveryStrength,0.5621568530935233,
AH2018_SILAC_IT_3_X,0.5644066104201753,
JAW2011_Ratio H/L,,
PG2020_Intensity 10h_C,0.5655190303285592,
FSO2013_Ratio M/L normalized Rep2,0.5684217252892355,
CP2009_Ratio H/M Normalized (50 nM dasatinib vs 5 nM dasatinib),,
HH2022_Reporter intensity 5,0.5610146473743791,
SR2019_HCC1954_Biol_repl_2,,
CK2022_14 40-1,0.5770263592393383,
RB2022_6_PreSprint,0.5645345732849916,
NJH2025_Sub12_MICT_Mid,0.5625508588320323,
PG2020_Intensity 4h_D,0.562960141946687,
NJH2025_Sub2_MICT_Post,0.5611356139036509,
AH2018_LFQ_4_C,0.564176971130964,
DL2023_control-1,0.5609042605500685,
AR2021_ALG 10 μM,0.5655075744632668,
JAW2011_Ratio H/L LS2_2,,
AH2018_SILAC_IT_3_N,0.566653946892487,
EJN2021_4_Rest_Ins,0.561357927402248,
RN2012_H05,0.5645526160334519,
NJH2024_Sub7_HIIT_Mid,0.5611966049637191,
GF2025_P2_Adh,0.5596649701272626,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as4b,,
RB2022_8_PostSprint,0.5618856755771386,
EJN2021_1_Rest_Ins,0.5621242475761082,
HH2022_Reporter intensity 3,0.5683039518240891,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt4b,,
AH2018_SILAC_IT_1_C,0.5662984777522505,
JW2021_After_3,,
GF2025_P8_Sph,0.5604096604702085,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt4,,
JJ2018_Ratio M/L normalized pP2___1,,
AH2018_SILAC_2_N,0.5650473964679097,
CK2022_11 200-1,0.5778418264007285,
CK2022_12 200-1,0.5763895346164111,
AS2011_Ratio H/L Normalized by Protein RNAi_1,,
RM2024_Intensity D2-1___3,0.5682228949031952,
NJH2024_Sub1_MICT_Pre,0.5589045216370129,
HH2022_Reporter intensity 9,0.5618360244818483,
WZ2023_Su_010_20min,0.5715639499852921,
AH2018_TMTMS2_2_N,0.5704347406979707,
NJH2024_Sub13_MICT_Pre,0.5611654803160637,
KBE2022_Log2_Ex_41_U,0.5737461267602876,
NJH2015_TMT Subject 3 129_N/128_C (Exercise/Basal) (normalized),0.561459186740309,
AH2018_TMTMS3_Pool,0.5667602595810252,
KS2014_Intensity N4,0.5604182300474828,
NJH2024_Sub1_HIIT_Post,0.5586391754422807,
MM2018_Ratio H/L replicate2,0.560840388040567,
RM2024_Intensity D4-2___2,0.5685597578773884,
NJH2024_Sub13_HIIT_Pre,0.5607026618280402,
CF2017_OSE 26,0.5605744487005518,
CK2022_14 200-1,0.57641407132265,
SR2019_Hs578T_Biol_repl_1,0.5531085773421418,
RB2022_7_PostSprint,0.562116629310295,
TM2022_mock.4h.A,0.5681273688354621,
NJH2025_Sub12_HIIT_Pre,0.5626296804472433,
AH2018_TMTMS3_1_N,0.5675708397940226,
AST2020_anti-CD3+PDL2.2,0.5710750503627794,
PG2020_Intensity Mock_10h_A,0.5554136587944479,
JW2021_After_2,,
NJH2024_Sub2_MICT_Post,0.5611356139036509,
EJN2021_2_Rest_Ins,0.5591503252063587,
SR2019_LM2_Biol_repl_4,0.5686322244895075,
CP2009_Ratio H/M,,
JAW2011_Ratio H/L HS,,
CK2022_13 16-1,0.5665092944494468,
GF2025_P1_Adh,0.5604046521339114,
GF2025_P1_Sph,0.5663406388913981,
EJN2021_5_Ex_Basal,0.5606852226384184,
HS2024_7_I_T3,0.5510908530206602,
JJ2018_Ratio H/L normalized pP2___2,,
WZ2023_Pe_010_10min,0.565395292542631,0.21888089975525596
CF2017_EOC 1,0.5700974641566392,
CK2022_3 200-1,0.5741635487194343,
AH2018_LFQ_IT_3_C,0.5626748732545812,
SR2019_Hs578T_Biol_repl_2,,
NJH2024_Sub12_HIIT_Post,0.5625785007061395,
JJ2018_Ratio H/L normalized pP1___2,,
MV2014_Ratio H/L normalized A1___2 (10 min),,
NJH2024_Sub10_MICT_Mid,0.5591797882853171,
NJH2024_Sub13_MICT_Post,0.5606080621229654,
BS2014_Log2(Ratio H/L normalized Rep_1),0.5634066466410116,
RB2022_3_RecoverySprint,,
NJH2025_Sub1_HIIT_Mid,0.5587505291909897,
RCJD2014_20min_2,0.5672557096034896,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt2,,
HS2024_6_PD_T2,0.5500799012123596,
HS2024_5_B_T1,0.5878448825967307,
CW2012_10 µM Gef/control Experiment 2 Replicate A,,
DL2023_12h-3,0.561783503440397,
SR2019_MDAMB231_Biol_repl_2,,
HS2024_3_B_T2,0.5684124401212562,
RB2022_6_PreStrength,0.5628480795080292,
CK2022_2 40-1,0.5750766721081993,
RB2022_1_PostSprint,0.5625056999261396,
CK2022_4 200-1,0.575030019053405,
JW2021_Before_2,,
TM2022_S2.12h.A,0.5690613016191256,
MV2014_Ratio L/M normalized B2___2 (30 min),,
CK2022_5 16-1,0.5623650938002133,
AR2021_ALG 1 μM,0.560829213810253,
HS2024_4_B_T1,0.558966912303925,
MV2014_Ratio M/H normalized A3___1 (10 min),,
SR2019_BT549_Biol_repl_4,0.5632862030207718,
EJN2021_1_Rest_Basal,0.5624182232057793,
NJH2025_Sub8_MICT_Post,0.5590737454143745,
RCJD2014_5min_3,0.56146364244224,
CR2017_Ratio Replicate 3.2,0.5674860119928844,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as3a,,
GF2025_P7_Adh,0.5622463612520301,
CK2022_9 16-1,0.5661013190549327,
NJH2024_Sub6_HIIT_Post,0.5650046050047959,
AMK2021_30R_p3,,
AS2011_Ratio H/L Normalized RNAi_2,,
RM2024_Intensity D0-2___2,0.5719021260873289,
KS2014_Intensity pY_N4,,
CK2022_13 200-1,0.5756508494086385,
AS2011_Ratio H/L Normalized_2,,
PG2020_Intensity 6h_D,0.5646261244062399,
CK2022_16 16-1,0.5649094372780408,
FS2019_db/db3,0.5689982094926298,
CK2022_15 40-1,0.5764457035650689,
NJH2024_Sub9_MICT_Pre,0.5643427964458583,
BS2014_Log2(Ratio H/L unmodified peptide),0.5603603349685659,
WZ2023_Su_005_10min,0.5715200088370332,0.17724252487793468
RM2009_Ratio M/L (M:15 min timepoint;L:0 min. timepoint),,
KBE2022_Log2_Ex_41_T,0.5752456525256326,
AMK2021_Ctrl_p1,,
AH2018_LFQ_IT_3_X,0.5649200667197328,
HS2024_5_PD_T3,0.5736199435679995,
AH2018_TMTMS3_3_X,0.5649057786686954,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as2,,
KBE2022_Log2_Ex_40_U,0.5802508281698475,
AH2018_LFQ_M_1_N,0.5675271023671719,
KBE2022_Log2_Ex_27_U,0.566120306663472,
HW2015_Ratio M/L normalized Exp3,0.5591058353795892,
RKK2015_TNF-α/IKKb(K44M),,
AH2018_SILAC_M_1_N,0.5670501050946065,
HW2015_Ratio M/L normalized Exp1,,
RB2022_5_RecoveryStrength,0.5597824145907717,
YP2020_Intensity P10_R1_mult_log2,,
RB2022_7_PreStrength,0.5623338750798463,
YA2020_Reporter_intensity_Normal_No.4,0.5648511777187192,
NJH2025_Sub13_HIIT_Pre,0.5607026618280402,
PG2020_Intensity CT_D,0.552857834008386,
NJH2025_Sub9_MICT_Post,0.5641782862325845,
VOI2024_Veh1 mono,0.5669717543348902,
CK2022_12 16-1,0.5646169145722306,
RN2012_L13,0.5554550447740636,
LG2023_Control-1_intensity,,
RM2024_Intensity D6-3___2,0.5679536412764684,
KBE2022_Log2_Ex_8_U,0.5688310431656133,
SR2019_SKBR3_Biol_repl_3,,
NJH2024_Sub1_MICT_Post,0.5580437445441369,
HS2024_3_I_T2,0.5743102962652429,
KTGR2014_Ratio M L Normalized Rep2_Rapamycin_0_15,,
RM2024_Intensity D0-3___3,,
HS2024_6_I_T2,0.5332938896636594,
CW2012_10 µM Erl/control Experiment 2 Replicate B,,
AS2011_Ratio H/L Protein Inhi_1,,
FSO2013_Ratio H/M normalized Rep2___1,0.5593285865168807,
GRW2016_Ratio M/L normalized SILAC 5a___2,,
CK2022_10 40-1,0.5768755622466467,
NJH2024_Sub12_HIIT_Pre,0.5626296804472433,
NJH2024_Sub8_MICT_Pre,0.5588739203346477,
