Feature,TargetFeature,SHAPValue,LogSHAPValue
AHNAK2,AGGF1,0.0027141512363187,-5.909275994612543
TCOF1,AGGF1,0.0026475293873264,-5.93412838052146
NACA,AGGF1,0.0046116410976748,-5.379171498841299
NUMA1,AGGF1,0.0093331571296118,-4.674181936623417
IRS2,AGGF1,0.0101598823003255,-4.589308421512535
ASXL2,AGGF1,0.0181711349494485,-4.007920935704277
TJP1,AGGF1,0.007918053826786,-4.838609832293267
PHLDB1,AGGF1,0.0071591079946521,-4.939369887523034
RIF1,AGGF1,0.0152478559455235,-4.183316379549106
BRD8,SAMHD1,0.0123362221870416,-4.395215451052158
BAG3,SAMHD1,0.0022697229131582,-6.088097519627343
GPATCH8,SAMHD1,0.0012781485093772,-6.662342725257515
PCBP2,SAMHD1,0.0009185188220099,-6.99274816140158
RANBP3,SAMHD1,0.005329796084086,-5.2344422996814615
PLEKHO2,SAMHD1,0.0082720623931986,-4.794871418546419
PPIG,SAMHD1,0.001766520719017,-6.33874336238189
ZNF185,SAMHD1,0.0320646555479318,-3.4400009287458304
CCNY,SAMHD1,0.0007379118210148,-7.211686224222333
BRD8,TAF1D,0.0081609551838714,-4.808394060009754
BAG3,TAF1D,0.0011891489084887,-6.734517430689013
ABLIM1,TAF1D,0.0031452310598476,-5.761867922578492
USP24,TAF1D,0.0071252397540104,-4.94411190370789
PLEKHO2,TAF1D,0.0055846984515957,-5.18772484047087
NOLC1,TAF1D,0.0061086741425505,-5.098045527292002
CALD1,TAF1D,0.0024489465091864,-6.012097343150848
NCL,TAF1D,0.0106826376048768,-4.539135509192592
AHNAK2,GTF3C4,0.003541166434542,-5.643299104827029
KMT2D,GTF3C4,0.006077703311136,-5.103128399246578
IRS2,GTF3C4,0.0321677045437896,-3.4367922942157905
MAP1S,GTF3C4,0.0447971320179232,-3.105611159067474
RIF1,GTF3C4,0.0197256404850242,-3.9258359420537015
NCL,GTF3C4,0.0138375588303523,-4.280368729440445
USP24,GTF3C4,0.0251846304180351,-3.681521374578118
CA3,GTF3C4,0.0044378289864201,-5.4175899891438615
PRRC2A,OFD1,0.0048024049012763,-5.338638465438227
KMT2D,OFD1,0.0509337323642535,-2.9772298565718103
SRRM2,OFD1,0.0025109811554657,-5.987081703627482
NUMA1,OFD1,0.0137844068768866,-4.284217262135962
NHSL3,OFD1,0.0052171090089275,-5.255811860215286
AHCTF1,OFD1,0.0091462627136674,-4.694409929725464
NUP214,OFD1,0.0085331988413231,-4.763790977071381
PHRF1,OFD1,0.0163623311410492,-4.112773467674131
MAP4,OFD1,0.0094275223092974,-4.664121962428049
PRRC2A,PRKCE,0.0108804735974063,-4.520785509328334
TJP1,PRKCE,0.0330192353554689,-3.410664997770127
PCBP1,PRKCE,0.0042410785982579,-5.46293765570742
NES,PRKCE,0.0304611404217608,-3.491303492236965
CALD1,PRKCE,0.0019610410993048,-6.23427977364752
USP24,PRKCE,0.0064306921201159,-5.046673107315978
ARPP19,PRKCE,0.0264058689000745,-3.6341689867153626
ASXL2,PRKCE,0.0031477226029525,-5.761076070812662
MAP1S,SNRK,0.021864561981072,-3.822888127198225
EIF4B,SNRK,0.0037804626070576,-5.577908894019336
PPIG,SNRK,0.0044232316315844,-5.420884711676467
MYCT1,SNRK,0.0010826278766466,-6.8283639742131665
PCBP2,SNRK,0.0018276355325864,-6.304732206252292
USP24,SNRK,0.0090653314203762,-4.703297875005007
BAG3,SNRK,0.0030579945695833,-5.789995947283481
PRAG1,SNRK,0.0106280253431003,-4.544260866527731
SVIL,SNRK,0.0038745362059175,-5.5533293121355864
TMX1,SNRK,0.0157769514220114,-4.149205174749945
NCL,SNRK,0.0284563878794371,-3.5593826135799542
KMT2D,DAXX,0.0233084933904774,-3.7589374616364664
SRRM2,DAXX,0.007041381788224,-4.955950851335581
NCOR2,DAXX,0.0221244126232814,-3.8110736365408266
ATXN2L,DAXX,0.0116896120057055,-4.449054694322237
TRIM28,DAXX,0.0118540397023071,-4.435086566346994
RIF1,DAXX,0.0149659903124259,-4.201974964629679
