Feature,TargetFeature,SHAPValue,LogSHAPValue
CENPF,ZNF318,0.0049361978132446,-5.3111599175652415
MYOZ1,ZNF318,0.0142821178735245,-4.248747022596706
AKAP13,ZNF318,0.0020606903994856,-6.184714206947956
SPEN,ZNF318,0.0067624235401153,-4.996373941325906
MYH3,ZNF318,0.0051362632152543,-5.271429464831673
GPATCH8,ZNF318,0.003360926603192,-5.69553856826637
AHNAK2,ZNF318,0.0112827573456951,-4.484479617243822
PRRC2A,ZNF318,0.0136015645776836,-4.297570450380274
ABLIM1,ZNF318,0.0067461575538016,-4.998782187471379
MDC1,ZNF318,0.021557674393466,-3.8370234054817303
DLG5,NOTCH2,0.0023833384883902,-6.0392530479857465
ATG2B,NOTCH2,0.0038450014171582,-5.560981307452894
NEB,SPINDOC,0.0113254322920139,-4.480704436861296
LMO7,SPINDOC,0.0209784399554207,-3.864260037433604
BAZ2A,SPINDOC,0.0057609994642657,-5.156644301225178
XIRP2,SPINDOC,0.0062421011683687,-5.076438427580064
SPEN,SPINDOC,0.0067331865386157,-5.000706764676425
AHNAK2,SPINDOC,0.0149470868636671,-4.203238856750434
FASTKD2,SPINDOC,0.0152527178693469,-4.182997570867402
CEP170,SPINDOC,0.0109029168074808,-4.5187249285281474
SLK,SPINDOC,0.0046195839970428,-5.377450621872818
ZC3H3,HMGB2,0.0010232426600105,-6.884778615829803
HUWE1,HMGB2,0.002418373421942,-6.0246601044940835
ACIN1,HMGB2,0.0020585154905972,-6.185770191595745
ERG,NAP1L4,0.0011096963253726,-6.803668881833339
TNS2,NAP1L4,0.0004378982453514,-7.7335239911268125
ACIN1,NAP1L4,0.0023796378362612,-6.040806972515879
LMO7,NAP1L4,0.0373670144363688,-3.2869669306653404
EFCAB13,NAP1L4,0.0071521775286123,-4.940338419185728
HUWE1,NAP1L4,0.0127405853447532,-4.362962684465541
BAZ2A,NAP1L4,0.0010717375325294,-6.8384740853698975
DAB2IP,NAP1L4,0.004418274677505,-5.422006003552641
